name,iata,icao,lat,lon,country,alt
Saint Nazaire Montoir Airport,SNR,LFRZ,47.310551,-2.15666,France,13
Saint-Augustin Airport,YIF,CYIF,51.209721,-58.657501,Canada,19
Saint-Brieuc Armor Airport,SBK,LFRT,48.537491,-2.85654,France,452
Saint-Denis Roland Garros Airport,RUN,FMEE,-20.889999,55.51638,Reunion,66
Saint-Francois Airport,SFC,TFFC,16.257799,-61.262501,Guadeloupe,10
Saint-Pierre Airport,FSP,LFVP,46.76305,-56.174099,Saint Pierre And Miquelon,27
Saint-Pierre Pierrefonds Airport,ZSE,FMEP,-21.3216,55.425549,Reunion,59
Saint-Tropez La Mole Airport,LTT,LFTZ,43.205399,6.482,France,59
Sainte Marie Airport,SMS,FMMS,-17.0938,49.81583,Madagascar,7
Saipan International Airport,SPN,PGSN,15.119,145.729294,Northern Mariana Islands,211
Sakaka Al-Jawf Domestic Airport,AJF,OESK,29.788668,40.101486,Saudi Arabia,2261
Sakata Shonai Airport,SYO,RJSY,38.809444,139.790558,Japan,86
Sakon Nakhon Airport,SNO,VTUI,17.195141,104.118599,Thailand,529
Salalah Airport,SLL,OOSA,17.03871,54.09129,Oman,73
Salamanca Airport,SLM,LESA,40.95211,-5.50198,Spain,2595
Salekhard Airport,SLY,USDD,66.590752,66.611038,Russia,219
Salem Airport,SXV,VOSM,11.7833,78.065598,India,1008
Salem Leckrone Airport,SLO,KSLO,38.645061,-88.966003,United States,573
Salem Municipal Airport,SLE,KSLE,44.909443,-123.002502,United States,214
Salen Scandinavian Mountains Airport,SCR,ESKS,61.159,12.84,Sweden,1608
Salerno Costa d'Amalfi Airport,QSR,LIRI,40.620148,14.92084,Italy,123
Salida Harriet Alexander Field Airport,SLT,KANK,38.538334,-106.048615,United States,7523
Salina Regional Airport,SLN,KSLN,38.790958,-97.6521,United States,1288
Salinas General Ulpiano Paez Airport,SNC,SESA,-2.20499,-80.9888,Ecuador,18
Salinas Municipal Airport,SNS,KSNS,36.664909,-121.610428,United States,75
Salisbury Ocean City Wicomico Regional Airport,SBY,KSBY,38.340519,-75.510201,United States,53
Salisbury Rowan County Airport,SRW,KRUQ,35.647892,-80.522339,United States,773
Salluit Airport,YZG,CYZG,62.179443,-75.667221,Canada,742
Salt Lake City International Airport,SLC,KSLC,40.78838,-111.976997,United States,4227
Salta Martin Miguel de Guemes International Airport,SLA,SASA,-24.8559,-65.486099,Argentina,4088
Saltillo Plan de Guadalupe Airport,SLW,MMIO,25.54949,-100.928001,Mexico,4778
Salvador International Airport,SSA,SBSV,-12.9109,-38.331001,Brazil,64
Salzburg Airport,SZG,LOWS,47.793301,13.00433,Austria,1411
Samana El Catey International Airport,AZS,MDCY,19.267,-69.741997,Dominican Republic,148
Samara Kurumoch International Airport,KUF,UWWW,53.504848,50.16433,Russia,477
Samarinda AP Tumenggung Pranoto Airport,AAP,WALS,-0.373611,117.255554,Indonesia,82
Samarkand International Airport,SKD,UTSS,39.700539,66.983818,Uzbekistan,2224
Sambava Airport,SVB,FMNS,-14.2786,50.174721,Madagascar,20
Samburu Buffalo Spring Airport,UAS,HKSB,0.533,37.533001,Kenya,3295
Samos International Airport,SMI,LGSM,37.689991,26.911659,Greece,19
Sampit Airport,SMQ,WAOS,-2.499167,112.974998,Indonesia,50
Samsun Carsamba Airport,SZF,LTFH,41.254478,36.567101,Turkey,18
San Andres International Airport,ADZ,SKSP,12.58368,-81.710899,Colombia,19
San Andros Airport,SAQ,MYAN,25.05381,-78.048897,Bahamas,5
San Angelo Regional Airport,SJT,KSJT,31.35775,-100.496002,United States,1919
San Antonio International Airport,SAT,KSAT,29.533689,-98.469704,United States,809
San Antonio Stinson Municipal Airport,SSF,KSSF,29.337084,-98.46936,United States,569
San Bernardino International Airport,SBD,KSBD,34.095268,-117.235001,United States,1157
San Carlos Airport,SQL,KSQL,37.511944,-122.249443,United States,5
San Carlos de Bariloche Airport,BRC,SAZS,-41.1511,-71.157501,Argentina,2776
San Cristobal Airport,SCY,SEST,-0.910278,-89.6175,Ecuador,62
San Diego Brown Field Municipal Airport,SDM,KSDM,32.572224,-116.980003,United States,526
San Diego Gillespie Field Airport,SEE,KSEE,32.826111,-116.972221,United States,387
San Diego International Airport,SAN,KSAN,32.733551,-117.189003,United States,16
San Diego McClellan Palomar Airport,CLD,KCRQ,33.12825,-117.279999,United States,330
San Diego Montgomery Field Airport,MYF,KMYF,32.815449,-117.135635,United States,420
San Francisco International Airport,SFO,KSFO,37.618969,-122.374001,United States,13
San Jose Airport,SJI,RPUH,12.36151,121.0466,Philippines,14
San Jose de Buenavista Evelio Javier  Airport,EUQ,RPVS,10.767873,121.932968,Philippines,26
San Jose del Cabo Los Cabos International Airport,SJD,MMSD,23.15185,-109.721001,Mexico,374
San Jose International Airport,SJC,KSJC,37.362659,-121.929001,United States,62
San Jose Juan Santamaria International Airport,SJO,MROC,9.993903,-84.208801,Costa Rica,3021
San Jose Reid Hillview Airport,RHV,KRHV,37.332779,-121.819725,United States,133
San Jose Tobias Bolanos International Airport,SYQ,MRPV,9.95,-84.133331,Costa Rica,3287
San Juan Domingo Faustino Sarmiento,UAQ,SANU,-31.5714,-68.418098,Argentina,1959
San Juan Fernando Luis Ribas Dominicci Airport,SIG,TJIG,18.45682,-66.098099,Puerto Rico,9
San Juan Luis Munoz Marin International Airport,SJU,TJSJ,18.439409,-66.001801,Puerto Rico,9
San Luis Airport,LUQ,SAOU,-33.273102,-66.3564,Argentina,2329
San Luis Obispo County Regional Airport,SBP,KSBP,35.237259,-120.641998,United States,212
San Luis Potosi Ponciano Arriaga International Airport,SLP,MMSP,22.254299,-100.93,Mexico,6035
San Marcos Municipal Airport,HYI,KHYI,29.892778,-97.863052,United States,597
San Martin de los Andes Airport,CPC,SAZY,-40.075298,-71.137199,Argentina,2569
San Pedro Airport,SPY,DISP,4.746717,-6.66081,Cote D'ivoire (Ivory Coast),26
San Pedro John Greif II Airport,SPR,MZSP,17.91,-87.970001,Belize,4
San Pedro Sula La Mesa International Airport,SAP,MHLM,15.45263,-87.9235,Honduras,91
San Rafael Airport,AFA,SAMR,-34.588299,-68.403801,Argentina,2470
San Salvador Airport,ZSA,MYSM,24.063271,-74.523903,Bahamas,30
San Salvador Ilopango International Airport,ILS,MSSS,13.699471,-89.119781,El Salvador,2016
San Salvador International Airport,SAL,MSLP,13.44094,-89.055702,El Salvador,101
San Sebastian Airport,EAS,LESO,43.35651,-1.79061,Spain,15
San Vicente Airport,SWL,RPSV,10.525,119.273888,Philippines,24
Sana'a International Airport,SAH,OYSN,15.47625,44.21973,Yemen,7216
Sanandaj Airport,SDG,OICS,35.24585,47.009239,Iran,4522
Sand Point Airport,SDP,PASD,55.31369,-160.520996,United States,21
Sandakan Airport,SDK,WBKS,5.900897,118.059402,Malaysia,46
Sandane Airport,SDN,ENSD,61.830002,6.109444,Norway,196
Sanday Airport,NDY,EGES,59.250278,-2.576667,United Kingdom,66
Sandnessjoen Airport,SSJ,ENST,65.956818,12.46894,Norway,56
Sandspit Airport,YZP,CYZP,53.25433,-131.813004,Canada,21
Sandy Lake Airport,ZSJ,CZSJ,53.033333,-93.23333,Canada,944
Sanford Seacoast Regional Airport,SFM,KSFM,43.433334,-70.76667,United States,244
Sanikiluaq Airport,YSK,CYSK,56.537769,-79.246597,Canada,104
Sankt Peter-Ording Airport,PSH,EDXO,54.308887,8.686944,Germany,7
Sanliurfa GAP Airport,GNY,LTCS,37.450001,38.900002,Turkey,2700
Sanming Shaxian Airport,SQJ,ZSSM,26.428211,117.836914,China,948
Santa Barbara Municipal Airport,SBA,KSBA,34.426182,-119.841003,United States,13
Santa Clara Abel Santamaria Airport,SNU,MUSC,22.492189,-79.943604,Cuba,338
Santa Cruz El Trompillo Airport,SRZ,SLET,-17.811501,-63.171398,Bolivia,1371
Santa Cruz Viru Viru International Airport,VVI,SLVR,-17.644699,-63.1353,Bolivia,1225
Santa Fe Municipal Airport,SAF,KSAF,35.6171,-106.088997,United States,6348
Santa Fe Sauce Viejo Airport,SFN,SAAV,-31.711599,-60.8116,Argentina,56
Santa Maria Airport,SMA,LPAZ,36.97139,-25.170601,Portugal,308
Santa Maria Airport,RIA,SBSM,-29.711111,-53.688057,Brazil,287
Santa Maria Public Airport,SMX,KSMX,34.898911,-120.457001,United States,261
Santa Marta Simon Bolívar International Airport,SMR,SKSM,11.11972,-74.230797,Colombia,22
Santa Monica Airport,SMO,KSMO,34.017735,-118.449646,United States,175
Santa Paula Airport,SZP,KSZP,34.349998,-119.066666,United States,245
Santa Rosa Airport,RSA,SAZR,-36.588299,-64.275597,Argentina,630
Santa Rosa Sonoma County Airport,STS,KSTS,38.508888,-122.811668,United States,128
Santa Ynez Airport,SQA,KIZA,34.606945,-120.075554,United States,671
Santander Airport,SDR,LEXJ,43.427059,-3.82,Spain,16
Santarem Maestro Wilson Fonseca Airport,STM,SBSN,-2.42243,-54.792702,Brazil,198
Santiago de Compostela Airport,SCQ,LEST,42.896332,-8.41514,Spain,1213
Santiago de Cuba Antonio Maceo Airport,SCU,MUCU,19.969761,-75.835403,Cuba,249
Santiago de los Caballeros Cibao International Airport,STI,MDST,19.40609,-70.604599,Dominican Republic,565
Santiago del Estero Airport,SDE,SANE,-27.7656,-64.310097,Argentina,656
Santiago International Airport,SCL,SCEL,-33.392899,-70.785797,Chile,1555
Santo Angelo Airport,GEL,SBNM,-28.281601,-54.169102,Brazil,1056
Santo Domingo Buenaventura Vivas Airport,STD,SVSO,7.565111,-72.035103,Venezuela,1083
Santo Domingo La Isabela International Airport,JBQ,MDJB,18.575556,-69.981392,Dominican Republic,15
Santo Domingo Las Americas International Airport,SDQ,MDSD,18.429661,-69.6689,Dominican Republic,59
Santorini Thira National Airport,JTR,LGSR,36.399158,25.47933,Greece,127
Sanya Phoenix International Airport,SYX,ZJSY,18.302891,109.412201,China,92
Sao Carlos Airport,QSC,SDSC,-21.871481,-47.903568,Brazil,2631
Sao Jorge Airport,SJZ,LPSJ,38.665501,-28.1758,Portugal,311
Sao Jose Do Rio Preto Airport,SJP,SBSR,-20.8165,-49.406502,Brazil,1784
Sao Jose dos Campos Airport,SJK,SBSJ,-23.2281,-45.862701,Brazil,2120
Sao Luis Airport,SLZ,SBSL,-2.58536,-44.2341,Brazil,178
Sao Paulo Congonhas Airport,CGH,SBSP,-23.6266,-46.6553,Brazil,2631
Sao Paulo Guarulhos International Airport,GRU,SBGR,-23.431999,-46.469501,Brazil,2459
Sao Tome International Airport,TMS,FPST,0.378175,6.712153,Sao Tome And Principe,33
Sao Vang Tho Xuan Airport,THD,VVTX,19.901667,105.467781,Vietnam,73
Sao Vicente Cesaria Evora Airport,VXE,GVSV,16.833679,-25.0546,Cape Verde,66
Sapporo New Chitose Airport,CTS,RJCC,42.7752,141.6922,Japan,82
Sapporo Okadama Airport,OKD,RJCO,43.1143,141.383102,Japan,25
Sarajevo International Airport,SJJ,LQSA,43.824581,18.331461,Bosnia And Herzegovina,1708
Saranac Lake Adirondack Regional Airport,SLK,KSLK,44.382778,-74.206665,United States,1663
Saransk Airport,SKX,UWPS,54.125,45.215,Russia,676
Sarasota-Bradenton International Airport,SRQ,KSRQ,27.395439,-82.554298,United States,30
Saratov Gagarin Airport,GSV,UWSG,51.716667,46.166668,Russia,103
Saravena Los Colonizadores Airport,RVE,SKSA,6.95,-71.849998,Colombia,-1
Sari Airport,SRY,OINZ,36.635727,53.197277,Iran,35
Sarmellek International Airport,SOB,LHSM,46.686378,17.15905,Hungary,443
Sarnia Chris Hadfield Airport,YZR,CYZR,42.999439,-82.3088,Canada,594
Saskatoon John G. Diefenbaker International Airport,YXE,CYXE,52.17083,-106.698997,Canada,1653
Satu Mare International Airport,SUJ,LRSM,47.70327,22.8857,Romania,405
Sault Sainte Marie Chippewa County International Airport,CIU,KCIU,46.25,-84.470001,United States,799
Sault Ste. Marie Airport,YAM,CYAM,46.485001,-84.509399,Canada,630
Saumlaki Mathilda Batlayeri Airport,SXK,WAPI,-7.988139,131.304825,Indonesia,219
Saurimo Airport,VHC,FNSA,-9.68906,20.43187,Angola,3584
Savannah Hilton Head International Airport,SAV,KSAV,32.127579,-81.202103,United States,50
Savannakhet Airport,ZVK,VLSK,16.556589,104.759499,Laos,509
Savonlinna Airport,SVL,EFSA,61.943062,28.945129,Finland,311
Savoonga Airport,SVA,PASA,63.68639,-170.492004,United States,59
Savusavu Airport,SVU,NFNS,-16.8027,179.3405,Fiji,-1
Scammon Bay Airport,SCM,PACM,61.845299,-165.570999,United States,14
Scarborough International Airport,TAB,TTCP,11.14965,-60.8321,Trinidad And Tobago,37
Scatsta Airport,SCS,EGPM,60.432777,-1.296111,United Kingdom,81
Schefferville Airport,YKL,CYKL,54.805271,-66.805199,Canada,1709
Schenectady County Airport,SCH,KSCH,42.853489,-73.92849,United States,335
Schwerin Parchim International Airport,SZW,EDOP,53.426991,11.78343,Germany,166
Scottsbluff Western Nebraska Regional Airport,BFF,KBFF,41.87402,-103.595001,United States,3967
Scottsdale Airport,SCF,KSDL,33.619999,-111.910004,United States,1510
Searcy Municipal Airport,SRC,KSRC,35.25,-91.73333,United States,264
Seattle Boeing Field,BFI,KBFI,47.5341,-122.305901,United States,21
Seattle Tacoma International Airport,SEA,KSEA,47.4482,-122.311203,United States,433
Sebring Regional Airport,SEF,KSEF,27.457996,-81.344421,United States,63
Sedona Airport,SDX,KSEZ,34.866669,-111.76667,United States,4830
Seinajoki Airport,SJY,EFSI,62.692108,22.832319,Finland,302
Selawik Airport,WLK,PASK,66.602776,-159.983337,United States,25
Seletar Airport,XSP,WSSL,1.41695,103.867599,Singapore,36
Selinsgrove Penn Valley Airport,SEG,KSEG,40.849998,-76.849998,United States,450
Semarang Achmad Yani International Airport,SRG,WAHS,-6.97144,110.3741,Indonesia,13
Semipalatinsk Semey Airport,PLX,UASS,50.351299,80.23436,Kazakhstan,761
Sendai Airport,SDJ,RJSS,38.139721,140.916901,Japan,15
Seo de Urgel Airport,LEU,LESU,42.338612,1.409167,Spain,2628
Seoul Gimpo International Airport,GMP,RKSS,37.558311,126.790497,South Korea,58
Seoul Incheon International Airport,ICN,RKSI,37.46907,126.4505,South Korea,23
Sept-Iles Airport,YZV,CYZV,50.223331,-66.265503,Canada,180
Seronera Airstrip,SEU,HTSN,-2.4567,34.821545,Tanzania,5039
Setif Ain Arnat Airport,QSF,DAAS,36.17812,5.324494,Algeria,3330
Sevierville Gatlinburg Airport,GKT,KGKT,35.8578,-83.528702,United States,1014
Seville San Pablo Airport,SVQ,LEZL,37.417999,-5.8931,Spain,111
Seymour Baltra Galapagos Airport,GPS,SEGS,-0.45375,-90.2659,Ecuador,207
Sfax–Thyna International Airport,SFA,DTTX,34.717949,10.69097,Tunisia,85
Shache Yeerqiang Airport,QSZ,ZWSC,38.244999,77.059998,China,4232
Shahrekord Airport,CQD,OIFS,32.297199,50.842201,Iran,6723
Shahroud Airport,RUD,OIMJ,36.425301,55.104198,Iran,4215
Shakhtyorsk Airport,EKS,UHSK,49.189602,142.085464,Russia,64
Shaktoolik Airport,SKK,PFSH,64.324165,-161.138885,United States,24
Shamattawa Airport,ZTM,CZTM,55.858505,-92.080353,Canada,263
Shanghai Hongqiao International Airport,SHA,ZSSS,31.19787,121.336304,China,10
Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,13
Shangrao Sanqingshan Airport,SQD,ZSSR,28.39212,117.961327,China,334
Shangri-La Diqing Airport,DIG,ZPDQ,27.793333,99.67733,China,10761
Shannon Airport,SNN,EINN,52.701969,-8.92481,Ireland,46
Shaoyang Wugang Airport,WGN,ZGSY,26.802,110.641998,China,1444
Sharjah International Airport,SHJ,OMSJ,25.328569,55.517151,United Arab Emirates,111
Sharm el-Sheikh International Airport,SSH,HESH,27.97728,34.394951,Egypt,143
Sharurah Domestic Airport,SHW,OESH,17.466869,47.121429,Saudi Arabia,2363
Sheboygan County Memorial Airport,SBM,KSBM,43.764751,-87.850708,United States,741
Shennongjia Hongping Airport,HPG,ZHSN,31.633612,110.338058,China,8465
Shenyang Taoxian International Airport,SHE,ZYTX,41.639839,123.483398,China,198
Shenzhen Bao'an International Airport,SZX,ZGSZ,22.63925,113.8106,China,13
Sherbrooke,YSC,CYSC,45.43861,-71.691299,Canada,792
Sheridan County Airport,SHR,KSHR,44.774166,-106.977219,United States,4024
Sherman North Texas Regional Airport,PNX,KGYI,33.714169,-96.673615,United States,749
Shigatse Peace Airport,RKZ,ZURK,29.351944,89.309998,China,12467
Shihezi Huayuan Airport,SHF,ZWHZ,44.241669,85.891113,China,1690
Shijiazhuang Zhengding International Airport,SJW,ZBSJ,38.274376,114.694427,China,233
Shillong Airport,SHL,VEBI,25.704872,91.975983,India,2910
Shimla Airport,SLV,VISM,31.081667,77.068054,India,5072
Shimojishima Airport,SHI,RORS,24.82666,125.144699,Japan,54
Shiraz International Airport,SYZ,OISS,29.53924,52.589779,Iran,4920
Shirdi Airport,SAG,VASD,19.68861,74.378891,India,1926
Shishmaref Airport,SHH,PASH,66.249557,-166.089005,United States,13
Shiyan Wudangshan Airport,WDS,ZHSY,32.591667,110.907776,China,1207
Shizuoka Airport,FSZ,RJNS,34.796108,138.189407,Japan,433
Show Low Regional Airport,SOW,KSOW,34.2654,-110.0056,United States,6415
Shreveport Downtown Airport,DTN,KDTN,32.540199,-93.745003,United States,179
Shreveport Regional Airport,SHV,KSHV,32.446609,-93.8256,United States,258
Shungnak Airport,SHG,PAGH,66.888054,-157.162506,United States,197
Shuttle Landing Facility,QQS,KTTS,28.615,-80.694504,United States,10
Shymkent International Airport,CIT,UAII,42.364159,69.478882,Kazakhstan,1385
Sialkot International Airport,SKT,OPST,32.535557,74.363892,Pakistan,837
Siauliai International Airport,SQQ,EYSA,55.893879,23.39497,Lithuania,443
Sibiu International Airport,SBZ,LRSB,45.785789,24.091181,Romania,1520
Sibolga Ferdinand Lumban Tobing Airport,FLZ,WIMS,1.555833,98.888885,Indonesia,32
Siborong-Borong Silangit Airport,DTB,WIMN,2.259722,98.995277,Indonesia,1420
Sibu Airport,SBW,WBGS,2.261603,111.985298,Malaysia,122
Siddharthanagar Bhairahawa Airport,BWA,VNBW,27.507219,83.418053,Nepal,358
Sidney Municipal Airport,SNY,KSNY,41.099445,-102.982498,United States,4313
Sidney Richland Municipal Airport,SDY,KSDY,47.70686,-104.192001,United States,1985
Siegen Siegerland Airport,SGE,EDGS,50.707699,8.08297,Germany,1966
Siem Reap International Airport,REP,VDSR,13.41066,103.812798,Cambodia,60
Siena Ampugnano Airport,SAY,LIQS,43.256279,11.25503,Italy,634
Siglufjordur Airport,SIJ,BISI,66.133331,-18.916599,Iceland,10
Sihanoukville International Airport,KOS,VDSV,10.57968,103.636803,Cambodia,33
Siirt Airport,SXZ,LTCL,37.978901,41.840401,Turkey,2001
Silao Del Bajio International Airport,BJX,MMLO,20.99346,-101.480003,Mexico,5956
Silchar Airport,IXS,VEKU,24.91292,92.978737,India,352
Siliguri Bagdogra Airport,IXB,VEBD,26.6812,88.32856,India,412
Silver City Grant County Airport,SVC,KSVC,32.631943,-108.153893,United States,5446
Simara Airport,SIF,VNSI,27.159451,84.980118,Nepal,450
Simferopol International Airport,SIP,UKFF,45.052219,33.975128,Ukraine,639
Simikot Airport,IMK,VNST,29.9711,81.818901,Nepal,9246
Singapore Changi Airport,SIN,WSSS,1.350189,103.9944,Singapore,22
Sinop Airport,OPS,SBSI,-11.878573,-55.581558,Brazil,1280
Sinop Airport,NOP,LTCM,42.019001,35.079189,Turkey,-1
Sint Maarten Grand Case Airport,SFG,TFFG,18.100555,-63.048889,Guadeloupe,22
Sint Maarten Princess Juliana International Airport,SXM,TNCM,18.040951,-63.108898,Netherlands,14
Sintang Airport,SQG,WIOS,0.083333,111.583336,Indonesia,-1
Sion Airport,SIR,LSGS,46.219589,7.326764,Switzerland,1585
Sioux Falls Regional Airport,FSD,KFSD,43.582008,-96.741898,United States,1430
Sioux Gateway Airport,SUX,KSUX,42.402599,-96.3843,United States,1098
Sioux Lookout Airport,YXL,CYXL,50.11388,-91.905197,Canada,1258
Sir Bani Yas Airport,XSB,OMBY,24.283974,52.583874,United Arab Emirates,20
Sirjan Airport,SYJ,OIKY,29.5509,55.672699,Iran,5846
Sirnak Airport,NKT,LTCV,37.363888,42.060001,Turkey,2038
Sirri Island Airport,SXI,OIBS,25.908899,54.539398,Iran,43
Sishen Airport,SIS,FASS,-27.6486,22.999269,South Africa,3848
Sisimiut Airport,JHS,BGSS,66.951279,-53.729301,Greenland,33
Sitia Public Airport,JSH,LGST,35.216099,26.10132,Greece,376
Sitka Rocky Gutierrez Airport,SIT,PASI,57.047131,-135.360992,United States,26
Sittwe Airport,AKY,VYSW,20.1327,92.87262,Myanmar (Burma),27
Sivas Nuri Demirag Airport,VAS,LTAR,39.81382,36.903488,Turkey,5236
Skagway Airport,SGY,PAGY,59.46006,-135.315002,United States,44
Skardu Airport,KDU,OPSD,35.335499,75.536041,Pakistan,7316
Skelleftea Airport,SFT,ESNS,64.624771,21.076891,Sweden,157
Skiathos Island National Airport,JSI,LGSK,39.177101,23.50367,Greece,54
Skien Airport,SKE,ENSN,59.185001,9.566944,Norway,463
Skive Airport,SQW,EKSV,56.550201,9.17298,Denmark,74
Skopje International Airport,SKP,LWSK,41.96162,21.62138,North Macedonia,781
Skovde Airport,KVB,ESGR,58.456402,13.9727,Sweden,324
Skukuza Airport,SZK,FASZ,-24.960899,31.58873,South Africa,1020
Skyros Island National Airport,SKU,LGSY,38.967548,24.487221,Greece,44
Slave Lake Airport,YZH,CYZH,55.293049,-114.777,Canada,1912
Sliac Airport,SLD,LZSL,48.637829,19.1341,Slovakia,1043
Sligo Airport,SXL,EISG,54.280209,-8.5992,Ireland,11
Smithers Airport,YYD,CYYD,54.824718,-127.181999,Canada,1712
Smyrna Airport,MQY,KMQY,36.0,-86.519997,United States,543
Sochi International Airport,AER,URSS,43.449921,39.956581,Russia,89
Sofia Airport,SOF,LBSF,42.69519,23.40616,Bulgaria,1742
Sogndal Airport,SOG,ENSG,61.156109,7.136614,Norway,1634
Sohag International Airport,HMB,HEMK,26.339918,31.73933,Egypt,859
Sohar Airport,OHS,OOSH,24.391844,56.622639,Oman,144
Solomon Airport,SLJ,YSOL,-22.253553,117.848686,Australia,2028
Sonderborg Airport,SGD,EKSB,54.964359,9.791731,Denmark,24
Songea,SGX,HTSO,-10.683,35.583,Tanzania,3445
Songkhla Airport,SGZ,VTSH,7.18656,100.608002,Thailand,12
Songpan Jiuzhai Huanglong Airport,JZH,ZUJZ,32.856667,103.68306,China,11311
Songwe Airport,MBI,HTGW,-8.922018,33.274021,Tanzania,5623
Sorkjosen Airport,SOJ,ENSR,69.786827,20.95944,Norway,16
Sorocaba Airport,SOD,SDCO,-23.478001,-47.490002,Brazil,2077
Sorong Dominique Edward Osok Airport,SOQ,WASS,-0.894167,131.288895,Indonesia,10
Sorriso Airport,SMT,SBSO,-12.479939,-55.674873,Brazil,1266
South Bend Airport,SBN,KSBN,41.708221,-86.317299,United States,798
South Bimini Airport,BIM,MYBS,25.699881,-79.264603,Bahamas,10
South Caicos Airport,XSC,MBSC,21.51573,-71.528503,Turks And Caicos Islands,9
South Lake Tahoe Airport,TVL,KTVL,38.894169,-119.994446,United States,6264
Southampton Airport,SOU,EGHI,50.95026,-1.3568,United Kingdom,44
Southern Pines Moore County Airport,SOP,KSOP,35.23761,-79.388794,United States,438
Southport Airport,SHQ,YSPT,-27.915001,153.373001,Australia,2
Southwest Florida International Airport,RSW,KRSW,26.53616,-81.755096,United States,30
Sovetsky Airport,OVS,USHS,61.32,63.604401,Russia,351
Soyo Airport,SZA,FNSO,-6.14108,12.37176,Angola,15
Spartanburg Downtown Memorial Airport,SPA,KSPA,34.91,-81.949997,United States,801
Spearfish Black Hills Airport,SPF,KSPF,44.480278,-103.783058,United States,3931
Spencer Municipal Airport,SPW,KSPW,43.163891,-95.200836,United States,1339
Spirit of St. Louis Airport,SUS,KSUS,38.66,-90.650002,United States,463
Split Airport,SPU,LDSP,43.53894,16.29796,Croatia,79
Spokane Felts Field,SFF,KSFF,47.682812,-117.321999,United States,1957
Spokane International Airport,GEG,KGEG,47.619862,-117.532997,United States,2385
Spring Point Airport,AXP,MYAP,22.44182,-73.970802,Bahamas,11
Springdale Municipal Airport,SPZ,KASG,36.176388,-94.119164,United States,1353
Springfield Abraham Lincoln Capital Airport,SPI,KSPI,39.844101,-89.677803,United States,597
Springfield Beckley Municipal Airport,SGH,KSGH,39.916668,-83.800003,United States,1052
Springfield Branson National Airport,SGF,KSGF,37.245659,-93.388603,United States,1268
Springfield Westover Metropolitan Airport,CEF,KCEF,42.194012,-72.534698,United States,241
Srinagar Airport,SXR,VISR,33.987129,74.774246,India,5429
St George Airport,SGO,YSGE,-28.053333,148.593887,Australia,656
St-Yan Airport,SYT,LFLN,46.412498,4.01326,France,796
St. Anthony Airport,YAY,CYAY,51.391941,-56.083,Canada,108
St. Athan Airport,DGX,EGSY,51.404106,-3.439235,United Kingdom,163
St. Augustine Northeast Florida Regional Airport,UST,KSGJ,29.959324,-81.337852,United States,5
St. Catharines Niagara District Airport,YCM,CYSN,43.1917,-79.1717,Canada,321
St. Cloud Regional Airport,STC,KSTC,45.546665,-94.059998,United States,1031
St. Croix Henry E. Rohlsen Airport,STX,TISX,17.70155,-64.801697,"Virgin Islands, Us",74
St. Gallen Altenrhein Airport,ACH,LSZR,47.485031,9.560775,Switzerland,1306
St. George Island Airport,STG,PAPB,56.599998,-169.552505,United States,-1
St. George Regional Airport,SGU,KSGU,37.029999,-113.510002,United States,2884
St. Jean Gustaf III Airport,SBH,TFFJ,17.90444,-62.843601,Guadeloupe,49
St. John's International Airport,YYT,CYYT,47.61861,-52.7519,Canada,461
St. Louis Downtown Airport,CPS,KCPS,38.573383,-90.146217,United States,409
St. Louis Lambert International Airport,STL,KSTL,38.748692,-90.370003,United States,618
St. Mary's Airport,KSM,PASM,62.060001,-163.300003,United States,312
St. Michael Airport,SMK,PAMK,63.490002,-162.110275,United States,98
St. Moritz Samedan Airport,SMV,LSZS,46.534069,9.884106,Switzerland,5600
St. Paul Downtown Airport,STP,KSTP,44.933334,-93.066666,United States,705
St. Paul Island Airport,SNP,PASN,57.167332,-170.220001,United States,66
St. Petersburg Albert Whitted Airport,SPG,KSPG,27.76511,-82.6269,United States,7
St. Petersburg Clearwater International Airport,PIE,KPIE,27.91,-82.687401,United States,11
St. Petersburg Pulkovo Airport,LED,ULLI,59.800289,30.262501,Russia,78
St. Theresa Point Airport,YST,CYST,53.84,-94.849998,Canada,773
St. Thomas Cyril E. King Airport,STT,TIST,18.337299,-64.973297,"Virgin Islands, Us",23
Staniel Cay Airport,TYM,MYES,24.1691,-76.439102,Bahamas,5
Stanley Airport,PSY,SFAL,-51.685699,-57.777599,Falkland Islands (Malvinas),75
State College University Park Airport,SCE,KUNV,40.84927,-77.848602,United States,1239
Statesboro Bulloch County Airport,TBR,KTBR,32.4827,-81.7369,United States,187
Statesville Regional Airport,SVH,KSVH,35.765121,-80.951424,United States,963
Stauning Airport,STA,EKVJ,55.99012,8.353906,Denmark,17
Staunton Shenandoah Valley Regional Airport,SHD,KSHD,38.263889,-78.896667,United States,1201
Stavanger Sola Airport,SVG,ENZV,58.87677,5.637856,Norway,29
Stavropol Shpakovskoye Airport,STW,URMT,45.109161,42.11277,Russia,1486
Steamboat Springs Airport,SBS,KSBS,40.516666,-106.862503,United States,6878
Stella Maris Airport,SML,MYLS,23.58144,-75.270401,Bahamas,10
Stephenville International Airport,YJT,CYJT,48.544159,-58.5499,Canada,80
Sterling Whiteside County Airport,SQI,KSQI,41.740002,-89.680832,United States,647
